40990511,11/20/2018 10:40:00 AM,,10308
40990512,11/20/2018 08:59:15 AM,,10031
40990514,11/20/2018 12:57:00 PM,11/20/2018 12:57:00 PM,10012
40990518,11/20/2018 01:54:44 PM,11/22/2018 05:50:24 AM,10466
40990519,11/20/2018 02:53:00 PM,11/20/2018 09:42:06 PM,11412
40990522,11/20/2018 09:40:47 AM,02/10/2019 10:18:05 AM,10031
40990523,11/20/2018 10:27:16 AM,11/20/2018 01:20:32 PM,10038
40990524,11/20/2018 07:20:00 AM,11/20/2018 08:30:00 AM,11372
40990525,11/20/2018 05:10:13 PM,11/28/2018 02:06:02 AM,10455
40990526,11/20/2018 07:22:02 AM,01/18/2019 06:01:47 PM,10040
40990527,11/20/2018 09:17:00 AM,11/21/2018 10:15:00 AM,11357
40990529,11/20/2018 08:29:45 PM,01/13/2020 11:59:10 AM,10039
40990530,11/21/2018 12:10:41 AM,11/21/2018 12:31:34 AM,10452
40990531,11/21/2018 01:14:30 AM,11/21/2018 02:54:53 AM,10030
40990532,11/20/2018 11:42:37 PM,11/21/2018 01:46:48 AM,10466
40990533,11/20/2018 06:09:11 PM,11/20/2018 07:00:20 PM,10031
40990534,11/20/2018 10:48:05 PM,11/21/2018 02:28:28 AM,11237
40990535,11/20/2018 07:26:20 AM,11/20/2018 01:11:14 PM,10002
40990536,11/20/2018 05:10:02 PM,12/03/2018 08:25:31 AM,11206
40990537,11/20/2018 04:02:20 PM,12/06/2018 02:13:46 PM,10467
40990538,11/20/2018 07:07:54 AM,11/21/2018 04:30:18 PM,10452
40990539,11/21/2018 02:14:09 AM,11/21/2018 04:06:34 AM,10013
40990540,11/20/2018 11:12:08 PM,11/21/2018 05:03:01 AM,11211
40990541,11/20/2018 03:59:58 PM,12/31/2018 10:48:16 AM,10453
40990542,11/20/2018 12:00:00 AM,11/30/2018 12:00:00 AM,11231
40990544,11/20/2018 08:00:26 AM,11/20/2018 11:27:12 AM,11204
40990547,11/20/2018 05:11:33 PM,11/20/2018 09:47:11 PM,11385
40990548,11/20/2018 09:33:21 PM,11/20/2018 11:47:03 PM,10029
40990550,11/20/2018 09:56:05 AM,,11435
40990551,11/20/2018 08:42:06 PM,11/21/2018 02:37:56 PM,10468
40990553,11/20/2018 04:04:27 AM,11/20/2018 04:45:25 AM,10009
40990555,11/19/2018 08:15:47 PM,12/28/2018 12:00:00 AM,11208
40990556,11/20/2018 11:29:55 AM,11/20/2018 11:29:55 AM,
40990557,11/20/2018 09:35:49 AM,11/20/2018 09:35:49 AM,
40990558,11/20/2018 05:46:04 PM,11/20/2018 07:16:48 PM,10026
40990559,11/20/2018 11:01:32 AM,11/20/2018 04:18:45 PM,11377
40990561,11/20/2018 11:53:00 AM,11/20/2018 12:52:29 PM,10021
40990562,11/20/2018 09:23:00 AM,01/15/2019 10:40:00 AM,11421
40990563,11/20/2018 06:07:13 AM,11/20/2018 07:11:18 AM,11230
40990564,11/20/2018 04:49:03 PM,11/20/2018 10:54:13 PM,11211
40990565,11/20/2018 11:28:45 PM,11/21/2018 12:29:32 AM,10036
40990566,11/20/2018 03:09:48 AM,11/20/2018 07:52:02 AM,10012
40990567,11/20/2018 01:10:00 PM,11/20/2018 01:10:00 PM,11375
40990568,11/20/2018 04:32:00 PM,11/20/2018 05:09:00 PM,11226
40990569,11/20/2018 10:28:26 PM,12/03/2018 08:25:31 AM,11212
